id,digit
2323,8
2324,9
2325,8
2326,8
2327,1
2328,9
2329,5
2330,2
2331,6
2332,7
2333,0
2334,9
2335,1
2336,1
2337,6
2338,2
2339,6
2340,9
2341,8
2342,8
2343,8
2344,0
2345,1
2346,3
2347,1
2348,0
2349,5
2350,0
2351,2
2352,2
2353,0
2354,6
2355,6
2356,2
2357,0
2358,3
2359,3
2360,0
2361,6
2362,5
2363,1
2364,2
2365,3
2366,2
2367,2
2368,4
2369,8
2370,4
2371,7
2372,2
2373,9
2374,4
2375,9
2376,0
2377,3
2378,5
2379,7
2380,7
2381,3
2382,4
2383,0
2384,0
2385,8
2386,4
2387,2
2388,2
2389,4
2390,1
2391,8
2392,5
2393,7
2394,1
2395,0
2396,7
2397,1
2398,5
2399,0
2400,6
2401,7
2402,4
2403,3
2404,0
2405,4
2406,3
2407,1
2408,5
2409,1
2410,8
2411,7
2412,3
2413,1
2414,9
2415,7
2416,7
2417,0
2418,5
2419,2
2420,4
2421,3
2422,3
2423,3
2424,8
2425,2
2426,1
2427,9
2428,4
2429,8
2430,5
2431,3
2432,7
2433,7
2434,9
2435,7
2436,0
2437,7
2438,5
2439,7
2440,2
2441,7
2442,8
2443,4
2444,5
2445,2
2446,4
2447,9
2448,6
2449,3
2450,7
2451,5
2452,6
2453,2
2454,5
2455,8
2456,1
2457,6
2458,8
2459,4
2460,9
2461,6
2462,7
2463,0
2464,1
2465,4
2466,1
2467,4
2468,4
2469,8
2470,5
2471,4
2472,1
2473,5
2474,7
2475,9
2476,0
2477,4
2478,9
2479,2
2480,8
2481,4
2482,8
2483,5
2484,6
2485,2
2486,3
2487,2
2488,6
2489,6
2490,1
2491,4
2492,6
2493,7
2494,2
2495,2
2496,5
2497,8
2498,7
2499,6
2500,7
2501,6
2502,1
2503,8
2504,2
2505,6
2506,8
2507,6
2508,3
2509,7
2510,1
2511,9
2512,7
2513,8
2514,9
2515,5
2516,1
2517,1
2518,5
2519,0
2520,0
2521,6
2522,8
2523,9
2524,7
2525,1
2526,3
2527,5
2528,7
2529,2
2530,6
2531,2
2532,7
2533,2
2534,8
2535,5
2536,5
2537,4
2538,4
2539,3
2540,5
2541,8
2542,9
2543,8
2544,5
2545,0
2546,3
2547,7
2548,1
2549,1
2550,0
2551,3
2552,8
2553,6
2554,8
2555,6
2556,0
2557,4
2558,7
2559,7
2560,1
2561,6
2562,5
2563,2
2564,0
2565,9
2566,6
2567,9
2568,2
2569,8
2570,7
2571,6
2572,0
2573,7
2574,5
2575,5
2576,7
2577,7
2578,9
2579,3
2580,2
2581,0
2582,2
2583,4
2584,8
2585,2
2586,3
2587,2
2588,7
2589,0
2590,3
2591,6
2592,7
2593,8
2594,9
2595,5
2596,4
2597,3
2598,6
2599,0
2600,0
2601,0
2602,2
2603,2
2604,7
2605,4
2606,8
2607,3
2608,8
2609,7
2610,8
2611,3
2612,9
2613,0
2614,3
2615,3
2616,6
2617,1
2618,9
2619,7
2620,2
2621,6
2622,1
2623,7
2624,6
2625,2
2626,5
2627,3
2628,2
2629,0
2630,3
2631,4
2632,9
2633,0
2634,5
2635,9
2636,8
2637,6
2638,0
2639,1
2640,6
2641,7
2642,7
2643,8
2644,9
2645,5
2646,2
2647,0
2648,3
2649,3
2650,8
2651,5
2652,5
2653,4
2654,3
2655,9
2656,2
2657,7
2658,7
2659,5
2660,5
2661,4
2662,4
2663,2
2664,3
2665,5
2666,7
2667,1
2668,7
2669,1
2670,9
2671,7
2672,8
2673,2
2674,6
2675,1
2676,5
2677,4
2678,0
2679,7
2680,8
2681,7
2682,8
2683,7
2684,9
2685,3
2686,6
2687,5
2688,5
2689,1
2690,5
2691,3
2692,6
2693,2
2694,8
2695,3
2696,0
2697,2
2698,7
2699,8
2700,1
2701,6
2702,3
2703,6
2704,6
2705,6
2706,9
2707,2
2708,2
2709,1
2710,0
2711,8
2712,9
2713,0
2714,0
2715,6
2716,2
2717,2
2718,0
2719,5
2720,6
2721,3
2722,8
2723,0
2724,9
2725,4
2726,2
2727,8
2728,6
2729,2
2730,5
2731,2
2732,1
2733,5
2734,5
2735,5
2736,3
2737,5
2738,6
2739,3
2740,6
2741,9
2742,9
2743,5
2744,2
2745,0
2746,1
2747,0
2748,8
2749,6
2750,5
2751,5
2752,5
2753,1
2754,7
2755,5
2756,0
2757,7
2758,4
2759,3
2760,4
2761,3
2762,5
2763,2
2764,5
2765,3
2766,9
2767,5
2768,8
2769,6
2770,1
2771,0
2772,4
2773,8
2774,6
2775,9
2776,6
2777,7
2778,7
2779,7
2780,5
2781,6
2782,8
2783,9
2784,0
2785,9
2786,1
2787,7
2788,3
2789,5
2790,7
2791,6
2792,0
2793,9
2794,1
2795,8
2796,5
2797,7
2798,1
2799,8
2800,8
2801,3
2802,4
2803,1
2804,2
2805,6
2806,8
2807,0
2808,5
2809,3
2810,3
2811,4
2812,9
2813,8
2814,3
2815,3
2816,1
2817,9
2818,8
2819,6
2820,5
2821,7
2822,1
2823,2
2824,9
2825,8
2826,7
2827,0
2828,5
2829,0
2830,7
2831,8
2832,9
2833,4
2834,7
2835,8
2836,4
2837,8
2838,1
2839,7
2840,6
2841,7
2842,4
2843,6
2844,0
2845,2
2846,4
2847,9
2848,7
2849,9
2850,4
2851,7
2852,2
2853,3
2854,2
2855,9
2856,0
2857,0
2858,0
2859,1
2860,2
2861,0
2862,1
2863,3
2864,1
2865,4
2866,9
2867,8
2868,7
2869,3
2870,7
2871,4
2872,4
2873,8
2874,0
2875,9
2876,4
2877,0
2878,7
2879,6
2880,6
2881,0
2882,0
2883,1
2884,2
2885,4
2886,7
2887,7
2888,2
2889,1
2890,8
2891,8
2892,3
2893,4
2894,3
2895,8
2896,9
2897,7
2898,1
2899,7
2900,5
2901,0
2902,6
2903,0
2904,1
2905,8
2906,8
2907,3
2908,7
2909,2
2910,5
2911,4
2912,9
2913,1
2914,2
2915,3
2916,0
2917,9
2918,0
2919,1
2920,9
2921,4
2922,3
2923,2
2924,5
2925,1
2926,9
2927,7
2928,7
2929,5
2930,7
2931,1
2932,1
2933,4
2934,9
2935,8
2936,5
2937,6
2938,8
2939,5
2940,0
2941,4
2942,4
2943,1
2944,8
2945,2
2946,3
2947,7
2948,5
2949,2
2950,1
2951,1
2952,7
2953,1
2954,6
2955,1
2956,1
2957,0
2958,2
2959,7
2960,7
2961,6
2962,1
2963,6
2964,7
2965,8
2966,7
2967,9
2968,3
2969,3
2970,2
2971,7
2972,9
2973,8
2974,8
2975,6
2976,3
2977,7
2978,2
2979,3
2980,1
2981,6
2982,7
2983,8
2984,5
2985,0
2986,8
2987,4
2988,1
2989,1
2990,8
2991,3
2992,1
2993,0
2994,6
2995,9
2996,2
2997,5
2998,7
2999,3
3000,4
3001,3
3002,2
3003,2
3004,1
3005,3
3006,3
3007,3
3008,5
3009,8
3010,0
3011,4
3012,9
3013,5
3014,6
3015,5
3016,1
3017,5
3018,4
3019,6
3020,8
3021,6
3022,5
3023,5
3024,3
3025,8
3026,7
3027,2
3028,9
3029,7
3030,1
3031,7
3032,1
3033,5
3034,8
3035,2
3036,3
3037,0
3038,8
3039,3
3040,5
3041,7
3042,1
3043,2
3044,9
3045,9
3046,5
3047,9
3048,0
3049,8
3050,6
3051,1
3052,7
3053,7
3054,7
3055,5
3056,2
3057,1
3058,9
3059,6
3060,7
3061,6
3062,6
3063,2
3064,4
3065,2
3066,9
3067,8
3068,1
3069,2
3070,7
3071,6
3072,7
3073,0
3074,1
3075,3
3076,2
3077,1
3078,1
3079,8
3080,5
3081,9
3082,7
3083,5
3084,2
3085,5
3086,3
3087,9
3088,7
3089,3
3090,2
3091,7
3092,5
3093,0
3094,0
3095,6
3096,9
3097,3
3098,3
3099,8
3100,2
3101,9
3102,5
3103,7
3104,7
3105,1
3106,4
3107,7
3108,2
3109,9
3110,1
3111,7
3112,5
3113,8
3114,2
3115,7
3116,5
3117,0
3118,2
3119,5
3120,6
3121,6
3122,5
3123,1
3124,3
3125,1
3126,8
3127,4
3128,4
3129,1
3130,7
3131,4
3132,0
3133,8
3134,6
3135,0
3136,2
3137,3
3138,1
3139,7
3140,5
3141,4
3142,5
3143,3
3144,6
3145,8
3146,4
3147,0
3148,2
3149,7
3150,7
3151,6
3152,3
3153,8
3154,6
3155,1
3156,3
3157,7
3158,3
3159,9
3160,7
3161,5
3162,4
3163,5
3164,1
3165,4
3166,9
3167,8
3168,7
3169,7
3170,6
3171,6
3172,1
3173,0
3174,2
3175,7
3176,4
3177,7
3178,9
3179,6
3180,9
3181,0
3182,4
3183,2
3184,9
3185,2
3186,7
3187,7
3188,8
3189,1
3190,1
3191,5
3192,9
3193,4
3194,6
3195,2
3196,2
3197,0
3198,3
3199,0
3200,4
3201,8
3202,7
3203,8
3204,6
3205,4
3206,9
3207,4
3208,9
3209,4
3210,5
3211,3
3212,1
3213,4
3214,0
3215,8
3216,1
3217,7
3218,9
3219,4
3220,7
3221,4
3222,8
3223,8
3224,8
3225,5
3226,5
3227,1
3228,7
3229,5
3230,8
3231,1
3232,9
3233,6
3234,4
3235,3
3236,0
3237,4
3238,4
3239,8
3240,3
3241,0
3242,3
3243,4
3244,2
3245,8
3246,6
3247,3
3248,6
3249,6
3250,1
3251,8
3252,7
3253,3
3254,3
3255,2
3256,9
3257,0
3258,4
3259,3
3260,2
3261,8
3262,0
3263,8
3264,4
3265,6
3266,3
3267,9
3268,4
3269,2
3270,7
3271,9
3272,0
3273,1
3274,4
3275,2
3276,6
3277,4
3278,0
3279,9
3280,5
3281,6
3282,5
3283,9
3284,0
3285,8
3286,7
3287,2
3288,0
3289,8
3290,4
3291,0
3292,9
3293,7
3294,0
3295,1
3296,6
3297,7
3298,4
3299,0
3300,1
3301,0
3302,3
3303,4
3304,3
3305,1
3306,7
3307,3
3308,9
3309,3
3310,0
3311,0
3312,1
3313,5
3314,1
3315,0
3316,5
3317,9
3318,4
3319,0
3320,2
3321,7
3322,5
3323,9
3324,0
3325,9
3326,5
3327,7
3328,4
3329,8
3330,7
3331,4
3332,3
3333,2
3334,8
3335,8
3336,7
3337,9
3338,6
3339,5
3340,1
3341,3
3342,5
3343,1
3344,9
3345,3
3346,4
3347,9
3348,4
3349,8
3350,9
3351,3
3352,1
3353,1
3354,4
3355,0
3356,0
3357,4
3358,0
3359,7
3360,5
3361,0
3362,5
3363,1
3364,5
3365,6
3366,3
3367,6
3368,1
3369,8
3370,5
3371,2
3372,3
3373,4
3374,1
3375,7
3376,3
3377,4
3378,8
3379,3
3380,0
3381,1
3382,5
3383,4
3384,2
3385,8
3386,1
3387,4
3388,2
3389,2
3390,4
3391,6
3392,3
3393,5
3394,0
3395,1
3396,5
3397,4
3398,6
3399,8
3400,7
3401,8
3402,9
3403,4
3404,0
3405,6
3406,3
3407,1
3408,3
3409,2
3410,1
3411,2
3412,9
3413,0
3414,5
3415,7
3416,9
3417,7
3418,7
3419,3
3420,6
3421,7
3422,4
3423,2
3424,0
3425,1
3426,1
3427,5
3428,1
3429,6
3430,8
3431,8
3432,6
3433,8
3434,1
3435,7
3436,1
3437,7
3438,9
3439,1
3440,2
3441,9
3442,4
3443,6
3444,1
3445,1
3446,2
3447,2
3448,4
3449,8
3450,7
3451,0
3452,9
3453,6
3454,4
3455,6
3456,5
3457,8
3458,9
3459,6
3460,1
3461,6
3462,7
3463,6
3464,3
3465,0
3466,7
3467,5
3468,2
3469,9
3470,3
3471,3
3472,1
3473,6
3474,9
3475,7
3476,7
3477,1
3478,7
3479,9
3480,2
3481,3
3482,8
3483,4
3484,4
3485,0
3486,0
3487,0
3488,7
3489,1
3490,7
3491,4
3492,9
3493,1
3494,8
3495,1
3496,5
3497,2
3498,1
3499,0
3500,7
3501,3
3502,9
3503,1
3504,3
3505,3
3506,2
3507,0
3508,7
3509,3
3510,6
3511,5
3512,6
3513,0
3514,1
3515,2
3516,1
3517,0
3518,5
3519,6
3520,0
3521,3
3522,2
3523,5
3524,1
3525,8
3526,2
3527,1
3528,7
3529,5
3530,0
3531,6
3532,5
3533,9
3534,2
3535,9
3536,9
3537,8
3538,8
3539,9
3540,1
3541,8
3542,5
3543,8
3544,2
3545,7
3546,2
3547,2
3548,8
3549,0
3550,4
3551,8
3552,1
3553,6
3554,1
3555,3
3556,2
3557,8
3558,4
3559,6
3560,6
3561,8
3562,5
3563,9
3564,4
3565,9
3566,3
3567,3
3568,4
3569,8
3570,9
3571,6
3572,6
3573,7
3574,2
3575,3
3576,6
3577,8
3578,8
3579,8
3580,5
3581,7
3582,8
3583,2
3584,9
3585,1
3586,1
3587,6
3588,3
3589,4
3590,0
3591,4
3592,0
3593,4
3594,8
3595,6
3596,7
3597,8
3598,5
3599,6
3600,9
3601,2
3602,4
3603,3
3604,1
3605,7
3606,2
3607,5
3608,3
3609,2
3610,4
3611,3
3612,9
3613,7
3614,1
3615,6
3616,8
3617,5
3618,3
3619,3
3620,5
3621,9
3622,5
3623,5
3624,4
3625,2
3626,9
3627,5
3628,6
3629,1
3630,4
3631,8
3632,1
3633,9
3634,7
3635,9
3636,6
3637,7
3638,2
3639,1
3640,2
3641,2
3642,5
3643,0
3644,9
3645,4
3646,7
3647,5
3648,6
3649,2
3650,5
3651,3
3652,3
3653,4
3654,6
3655,7
3656,1
3657,3
3658,2
3659,8
3660,4
3661,2
3662,5
3663,8
3664,3
3665,6
3666,3
3667,9
3668,2
3669,9
3670,1
3671,3
3672,9
3673,3
3674,4
3675,7
3676,9
3677,8
3678,1
3679,3
3680,0
3681,7
3682,4
3683,4
3684,2
3685,8
3686,4
3687,4
3688,3
3689,8
3690,1
3691,7
3692,5
3693,1
3694,9
3695,3
3696,9
3697,4
3698,0
3699,3
3700,2
3701,9
3702,6
3703,2
3704,7
3705,4
3706,1
3707,8
3708,6
3709,3
3710,3
3711,8
3712,2
3713,8
3714,1
3715,1
3716,7
3717,4
3718,8
3719,7
3720,1
3721,6
3722,2
3723,5
3724,4
3725,3
3726,2
3727,8
3728,7
3729,8
3730,6
3731,8
3732,1
3733,6
3734,4
3735,0
3736,6
3737,4
3738,4
3739,1
3740,2
3741,1
3742,4
3743,0
3744,7
3745,9
3746,0
3747,1
3748,6
3749,8
3750,4
3751,9
3752,8
3753,5
3754,9
3755,4
3756,5
3757,2
3758,1
3759,9
3760,1
3761,6
3762,0
3763,5
3764,4
3765,2
3766,0
3767,2
3768,1
3769,7
3770,9
3771,1
3772,7
3773,3
3774,6
3775,2
3776,2
3777,2
3778,3
3779,4
3780,4
3781,3
3782,7
3783,5
3784,2
3785,0
3786,2
3787,7
3788,2
3789,2
3790,7
3791,8
3792,7
3793,1
3794,1
3795,3
3796,9
3797,6
3798,4
3799,7
3800,4
3801,0
3802,7
3803,4
3804,6
3805,0
3806,6
3807,8
3808,9
3809,7
3810,2
3811,8
3812,8
3813,5
3814,3
3815,7
3816,7
3817,1
3818,6
3819,1
3820,0
3821,1
3822,4
3823,7
3824,2
3825,7
3826,1
3827,2
3828,1
3829,1
3830,9
3831,5
3832,3
3833,5
3834,0
3835,5
3836,6
3837,5
3838,0
3839,7
3840,8
3841,9
3842,6
3843,0
3844,8
3845,4
3846,8
3847,4
3848,7
3849,6
3850,6
3851,0
3852,2
3853,5
3854,9
3855,7
3856,8
3857,2
3858,9
3859,0
3860,5
3861,2
3862,4
3863,5
3864,4
3865,0
3866,9
3867,2
3868,4
3869,6
3870,6
3871,4
3872,5
3873,7
3874,5
3875,5
3876,9
3877,7
3878,4
3879,4
3880,7
3881,7
3882,0
3883,3
3884,3
3885,6
3886,7
3887,0
3888,3
3889,8
3890,9
3891,2
3892,0
3893,5
3894,5
3895,4
3896,2
3897,7
3898,5
3899,1
3900,0
3901,7
3902,3
3903,6
3904,2
3905,2
3906,8
3907,9
3908,7
3909,3
3910,5
3911,5
3912,7
3913,7
3914,3
3915,6
3916,8
3917,6
3918,6
3919,4
3920,9
3921,6
3922,5
3923,6
3924,1
3925,8
3926,2
3927,1
3928,8
3929,0
3930,3
3931,5
3932,0
3933,0
3934,8
3935,8
3936,9
3937,6
3938,4
3939,0
3940,0
3941,2
3942,9
3943,8
3944,7
3945,4
3946,9
3947,9
3948,7
3949,3
3950,1
3951,6
3952,2
3953,6
3954,6
3955,1
3956,8
3957,0
3958,5
3959,4
3960,7
3961,2
3962,5
3963,1
3964,7
3965,0
3966,8
3967,2
3968,7
3969,0
3970,6
3971,5
3972,9
3973,6
3974,3
3975,2
3976,0
3977,1
3978,5
3979,5
3980,0
3981,5
3982,9
3983,6
3984,5
3985,5
3986,6
3987,3
3988,8
3989,7
3990,9
3991,7
3992,8
3993,0
3994,3
3995,0
3996,3
3997,6
3998,7
3999,7
4000,9
4001,3
4002,9
4003,2
4004,7
4005,1
4006,0
4007,6
4008,6
4009,6
4010,8
4011,2
4012,6
4013,4
4014,3
4015,7
4016,5
4017,1
4018,8
4019,9
4020,7
4021,9
4022,7
4023,0
4024,4
4025,5
4026,0
4027,1
4028,7
4029,0
4030,6
4031,0
4032,9
4033,2
4034,5
4035,4
4036,9
4037,0
4038,6
4039,2
4040,5
4041,5
4042,8
4043,3
4044,2
4045,1
4046,6
4047,8
4048,8
4049,6
4050,9
4051,3
4052,6
4053,3
4054,6
4055,2
4056,2
4057,1
4058,7
4059,6
4060,1
4061,8
4062,0
4063,9
4064,2
4065,4
4066,0
4067,9
4068,6
4069,7
4070,0
4071,4
4072,7
4073,6
4074,5
4075,8
4076,5
4077,1
4078,0
4079,7
4080,6
4081,1
4082,1
4083,7
4084,6
4085,5
4086,0
4087,6
4088,7
4089,6
4090,2
4091,6
4092,9
4093,1
4094,1
4095,2
4096,8
4097,9
4098,9
4099,5
4100,7
4101,7
4102,9
4103,9
4104,5
4105,2
4106,5
4107,8
4108,5
4109,1
4110,2
4111,1
4112,6
4113,6
4114,5
4115,1
4116,7
4117,4
4118,2
4119,9
4120,7
4121,8
4122,0
4123,9
4124,7
4125,4
4126,1
4127,4
4128,5
4129,7
4130,2
4131,7
4132,8
4133,8
4134,9
4135,9
4136,5
4137,1
4138,2
4139,9
4140,0
4141,5
4142,9
4143,9
4144,4
4145,2
4146,8
4147,0
4148,3
4149,2
4150,9
4151,2
4152,2
4153,1
4154,0
4155,8
4156,7
4157,2
4158,7
4159,4
4160,5
4161,8
4162,1
4163,7
4164,2
4165,0
4166,6
4167,1
4168,7
4169,5
4170,5
4171,8
4172,1
4173,3
4174,7
4175,7
4176,5
4177,0
4178,3
4179,6
4180,3
4181,3
4182,1
4183,7
4184,1
4185,5
4186,3
4187,0
4188,4
4189,0
4190,9
4191,2
4192,3
4193,5
4194,6
4195,3
4196,0
4197,7
4198,7
4199,1
4200,0
4201,7
4202,9
4203,3
4204,3
4205,2
4206,7
4207,8
4208,6
4209,7
4210,7
4211,1
4212,2
4213,6
4214,7
4215,1
4216,0
4217,8
4218,4
4219,1
4220,8
4221,1
4222,4
4223,4
4224,2
4225,2
4226,5
4227,5
4228,7
4229,7
4230,4
4231,0
4232,7
4233,8
4234,9
4235,3
4236,0
4237,1
4238,3
4239,9
4240,4
4241,3
4242,1
4243,7
4244,3
4245,6
4246,1
4247,9
4248,8
4249,2
4250,1
4251,7
4252,7
4253,3
4254,0
4255,5
4256,3
4257,2
4258,8
4259,1
4260,0
4261,8
4262,1
4263,4
4264,3
4265,9
4266,6
4267,6
4268,3
4269,7
4270,9
4271,4
4272,0
4273,4
4274,8
4275,5
4276,4
4277,9
4278,9
4279,2
4280,4
4281,0
4282,1
4283,3
4284,0
4285,8
4286,0
4287,2
4288,7
4289,5
4290,2
4291,8
4292,5
4293,1
4294,6
4295,7
4296,0
4297,2
4298,7
4299,8
4300,4
4301,3
4302,3
4303,4
4304,1
4305,0
4306,7
4307,1
4308,8
4309,3
4310,3
4311,6
4312,5
4313,2
4314,7
4315,1
4316,1
4317,3
4318,7
4319,5
4320,7
4321,2
4322,8
4323,5
4324,8
4325,4
4326,8
4327,8
4328,0
4329,2
4330,7
4331,5
4332,8
4333,6
4334,0
4335,4
4336,8
4337,3
4338,5
4339,2
4340,6
4341,4
4342,5
4343,5
4344,9
4345,9
4346,3
4347,7
4348,0
4349,0
4350,9
4351,0
4352,0
4353,3
4354,5
4355,0
4356,6
4357,1
4358,3
4359,3
4360,9
4361,1
4362,9
4363,9
4364,8
4365,9
4366,5
4367,5
4368,3
4369,2
4370,9
4371,6
4372,4
4373,4
4374,0
4375,3
4376,2
4377,8
4378,7
4379,0
4380,3
4381,0
4382,5
4383,6
4384,5
4385,4
4386,1
4387,8
4388,8
4389,9
4390,9
4391,1
4392,4
4393,9
4394,2
4395,1
4396,9
4397,5
4398,8
4399,6
4400,1
4401,6
4402,6
4403,4
4404,2
4405,0
4406,6
4407,2
4408,6
4409,7
4410,8
4411,7
4412,2
4413,3
4414,4
4415,3
4416,7
4417,5
4418,3
4419,9
4420,7
4421,4
4422,4
4423,8
4424,7
4425,1
4426,3
4427,8
4428,0
4429,1
4430,3
4431,2
4432,4
4433,2
4434,5
4435,7
4436,2
4437,4
4438,9
4439,7
4440,8
4441,7
4442,6
4443,1
4444,2
4445,8
4446,0
4447,7
4448,2
4449,8
4450,6
4451,0
4452,2
4453,6
4454,0
4455,4
4456,5
4457,6
4458,0
4459,7
4460,0
4461,7
4462,0
4463,8
4464,7
4465,5
4466,9
4467,0
4468,6
4469,8
4470,8
4471,4
4472,4
4473,5
4474,2
4475,2
4476,2
4477,5
4478,2
4479,3
4480,3
4481,0
4482,0
4483,7
4484,7
4485,5
4486,5
4487,5
4488,2
4489,2
4490,1
4491,2
4492,0
4493,2
4494,7
4495,7
4496,3
4497,3
4498,4
4499,2
4500,5
4501,2
4502,6
4503,8
4504,5
4505,0
4506,9
4507,7
4508,8
4509,1
4510,3
4511,5
4512,2
4513,0
4514,0
4515,4
4516,6
4517,2
4518,6
4519,8
4520,0
4521,7
4522,4
4523,6
4524,2
4525,1
4526,0
4527,8
4528,3
4529,0
4530,7
4531,0
4532,6
4533,3
4534,3
4535,2
4536,7
4537,4
4538,8
4539,4
4540,3
4541,6
4542,4
4543,2
4544,6
4545,3
4546,9
4547,6
4548,6
4549,3
4550,1
4551,3
4552,6
4553,5
4554,7
4555,8
4556,7
4557,0
4558,9
4559,9
4560,8
4561,1
4562,7
4563,0
4564,0
4565,9
4566,7
4567,5
4568,4
4569,5
4570,5
4571,1
4572,8
4573,9
4574,8
4575,1
4576,3
4577,8
4578,1
4579,9
4580,8
4581,8
4582,2
4583,8
4584,3
4585,3
4586,7
4587,5
4588,9
4589,3
4590,2
4591,2
4592,5
4593,1
4594,2
4595,2
4596,1
4597,8
4598,7
4599,6
4600,4
4601,8
4602,8
4603,1
4604,5
4605,4
4606,1
4607,5
4608,2
4609,7
4610,0
4611,3
4612,6
4613,9
4614,1
4615,2
4616,6
4617,5
4618,9
4619,8
4620,7
4621,4
4622,8
4623,7
4624,4
4625,4
4626,4
4627,7
4628,0
4629,2
4630,2
4631,9
4632,1
4633,9
4634,5
4635,2
4636,0
4637,7
4638,7
4639,2
4640,3
4641,4
4642,4
4643,3
4644,3
4645,0
4646,9
4647,6
4648,3
4649,6
4650,1
4651,1
4652,2
4653,4
4654,1
4655,5
4656,5
4657,1
4658,2
4659,7
4660,0
4661,9
4662,7
4663,8
4664,5
4665,9
4666,5
4667,8
4668,7
4669,5
4670,4
4671,8
4672,3
4673,1
4674,2
4675,0
4676,2
4677,1
4678,7
4679,2
4680,0
4681,8
4682,6
4683,4
4684,5
4685,5
4686,2
4687,8
4688,3
4689,6
4690,4
4691,9
4692,7
4693,5
4694,7
4695,5
4696,8
4697,7
4698,3
4699,5
4700,4
4701,7
4702,2
4703,1
4704,5
4705,3
4706,9
4707,7
4708,3
4709,0
4710,9
4711,7
4712,0
4713,0
4714,6
4715,2
4716,2
4717,5
4718,5
4719,0
4720,0
4721,0
4722,6
4723,9
4724,9
4725,8
4726,9
4727,2
4728,9
4729,4
4730,3
4731,1
4732,0
4733,1
4734,2
4735,4
4736,8
4737,6
4738,0
4739,2
4740,6
4741,4
4742,2
4743,9
4744,2
4745,2
4746,3
4747,3
4748,2
4749,6
4750,6
4751,0
4752,3
4753,8
4754,3
4755,1
4756,5
4757,4
4758,8
4759,5
4760,4
4761,3
4762,6
4763,8
4764,4
4765,3
4766,6
4767,5
4768,9
4769,8
4770,4
4771,1
4772,9
4773,2
4774,4
4775,3
4776,5
4777,5
4778,1
4779,3
4780,8
4781,2
4782,8
4783,6
4784,7
4785,1
4786,5
4787,0
4788,4
4789,0
4790,5
4791,2
4792,1
4793,7
4794,5
4795,7
4796,6
4797,4
4798,9
4799,7
4800,9
4801,8
4802,8
4803,6
4804,4
4805,6
4806,7
4807,5
4808,4
4809,6
4810,0
4811,3
4812,6
4813,3
4814,1
4815,3
4816,5
4817,5
4818,2
4819,8
4820,7
4821,1
4822,5
4823,4
4824,9
4825,7
4826,7
4827,4
4828,7
4829,1
4830,3
4831,7
4832,3
4833,9
4834,5
4835,1
4836,7
4837,5
4838,2
4839,4
4840,2
4841,7
4842,8
4843,4
4844,6
4845,7
4846,4
